m,TagName,
"2020-12-01 00:00:00","javascript","18539"
"2020-12-01 00:00:00","assembly","316"
"2020-12-01 00:00:00","c#","6492"
"2020-12-01 00:00:00","c","2785"
"2020-12-01 00:00:00","c++","4836"
"2020-12-01 00:00:00","java","9357"
"2020-12-01 00:00:00","python","25563"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5558"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4957"
"2020-12-01 00:00:00","swift","2447"
"2021-01-01 00:00:00","java","9603"
"2021-01-01 00:00:00","javascript","19647"
"2021-01-01 00:00:00","c++","4535"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2754"
"2021-01-01 00:00:00","python","26497"
"2021-01-01 00:00:00","c#","6958"
"2021-01-01 00:00:00","r","5051"
"2021-01-01 00:00:00","php","5693"
"2021-01-01 00:00:00","ruby","589"
"2021-01-01 00:00:00","go","607"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2774"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","18030"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9200"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6594"
"2021-02-01 00:00:00","r","5048"
"2021-02-01 00:00:00","c","2364"
"2021-02-01 00:00:00","python","25077"
"2021-02-01 00:00:00","php","5280"
"2021-02-01 00:00:00","c++","4479"
"2021-02-01 00:00:00","go","629"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2732"
"2021-03-01 00:00:00","assembly","340"
"2021-03-01 00:00:00","c++","4750"
"2021-03-01 00:00:00","c","2666"
"2021-03-01 00:00:00","c#","7338"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19889"
"2021-03-01 00:00:00","java","10476"
"2021-03-01 00:00:00","go","828"
"2021-03-01 00:00:00","php","5615"
"2021-03-01 00:00:00","ruby","570"
"2021-03-01 00:00:00","python","28289"
"2021-03-01 00:00:00","swift","2914"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6089"
"2021-04-01 00:00:00","java","9545"
"2021-04-01 00:00:00","c#","6788"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18754"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4363"
"2021-04-01 00:00:00","c","2469"
"2021-04-01 00:00:00","php","5156"
"2021-04-01 00:00:00","python","26688"
"2021-04-01 00:00:00","swift","2540"
"2021-04-01 00:00:00","r","5628"
"2021-04-01 00:00:00","ruby","607"
"2021-04-01 00:00:00","delphi","187"
"2021-04-01 00:00:00","go","688"
"2021-05-01 00:00:00","c++","4617"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9750"
"2021-05-01 00:00:00","c","2274"
"2021-05-01 00:00:00","python","26251"
"2021-05-01 00:00:00","c#","6591"
"2021-05-01 00:00:00","assembly","326"
"2021-05-01 00:00:00","go","702"
"2021-05-01 00:00:00","swift","2216"
"2021-05-01 00:00:00","javascript","18555"
"2021-05-01 00:00:00","perl","123"
"2021-05-01 00:00:00","r","5417"
"2021-05-01 00:00:00","ruby","449"
"2021-05-01 00:00:00","php","5132"
"2021-06-01 00:00:00","php","4952"
"2021-06-01 00:00:00","c#","6495"
"2021-06-01 00:00:00","go","653"
"2021-06-01 00:00:00","assembly","285"
"2021-06-01 00:00:00","c++","4221"
"2021-06-01 00:00:00","python","24768"
"2021-06-01 00:00:00","c","2025"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17832"
"2021-06-01 00:00:00","java","9320"
"2021-06-01 00:00:00","ruby","472"
"2021-06-01 00:00:00","perl","160"
"2021-06-01 00:00:00","swift","2134"
"2021-06-01 00:00:00","r","4979"
"2021-07-01 00:00:00","delphi","160"
"2021-07-01 00:00:00","perl","149"
"2021-07-01 00:00:00","php","5829"
"2021-07-01 00:00:00","java","9519"
"2021-07-01 00:00:00","c#","6939"
"2021-07-01 00:00:00","assembly","234"
"2021-07-01 00:00:00","c++","4411"
"2021-07-01 00:00:00","c","1922"
"2021-07-01 00:00:00","go","783"
"2021-07-01 00:00:00","r","4974"
"2021-07-01 00:00:00","ruby","531"
"2021-07-01 00:00:00","javascript","19265"
"2021-07-01 00:00:00","swift","2486"
"2021-07-01 00:00:00","python","26945"
